carat,cut,color,clarity,depth,table,price,size
2.18,Premium,H,SI2,59.1,60.0,17473,359.41990499999997
2.01,Premium,I,SI1,60.2,59.0,17474,326.130056
2.18,Very Good,G,SI2,61.0,60.0,17475,350.112399
2.01,Very Good,H,SI1,60.1,60.0,17476,334.191
1.7,Good,D,VS2,63.6,56.0,17485,271.59299999999996
2.02,Premium,H,SI1,61.1,60.0,17489,330.776082
1.7,Premium,G,VS1,61.2,57.0,17492,277.56884
2.01,Ideal,G,SI1,59.2,57.0,17492,327.58198200000004
1.31,Premium,D,VVS1,62.8,55.0,17496,213.39140999999998
2.01,Good,I,VS2,65.0,57.0,17497,323.01572500000003
1.14,Good,D,IF,61.7,63.0,17499,184.832368
2.33,Ideal,I,VS2,62.0,57.0,17504,378.6884399999999
1.91,Very Good,F,SI1,62.2,54.0,17509,311.430938
2.14,Premium,G,SI2,60.4,59.0,17513,351.39686400000005
2.01,Very Good,F,SI2,62.3,63.0,17514,320.543628
1.51,Premium,D,VS1,62.9,54.0,17515,240.01012799999998
2.32,Ideal,I,SI2,62.0,57.0,17516,376.63762499999996
2.05,Premium,H,SI1,60.2,58.0,17521,336.36240000000004
2.52,Premium,H,SI2,62.4,57.0,17522,410.04753600000004
2.01,Ideal,I,VS1,62.5,56.0,17523,317.76320000000004
2.21,Premium,G,SI2,62.4,60.0,17525,358.829334
2.02,Very Good,F,SI1,62.7,59.0,17530,321.27548199999995
2.02,Good,I,VS1,57.9,63.0,17533,315.7147290000001
2.36,Ideal,J,VS2,60.1,59.0,17534,391.17513599999995
2.0,Ideal,F,SI2,62.9,56.0,17534,319.268988
1.97,Premium,H,VS2,62.9,59.0,17535,316.39500000000004
2.29,Premium,H,VS2,61.6,60.0,17539,370.4142
1.45,Very Good,D,VVS2,62.0,56.0,17545,239.8764
1.57,Ideal,E,VS2,60.5,57.0,17548,260.49959700000005
1.59,Premium,E,VS1,61.2,58.0,17552,261.729062
1.89,Ideal,H,VS1,61.6,56.0,17553,307.89396
2.19,Premium,H,SI2,61.7,58.0,17554,356.64609599999994
2.01,Ideal,G,SI2,61.9,57.0,17555,321.90720000000005
1.65,Ideal,G,IF,62.4,55.0,17569,270.471576
2.36,Ideal,H,SI2,62.2,55.0,17569,386.08168
2.01,Very Good,I,VS2,62.4,58.0,17570,322.640994
2.0,Premium,I,VS2,62.5,57.0,17574,315.92721600000004
2.02,Premium,G,SI1,61.8,58.0,17579,326.51424000000003
2.02,Very Good,I,VS2,63.1,55.0,17581,328.7776
2.14,Very Good,F,SI2,58.2,61.0,17582,354.0972499999999
1.03,Ideal,D,IF,62.0,56.0,17590,169.99346000000003
2.53,Premium,H,SI2,59.6,59.0,17591,415.25442000000004
2.01,Premium,I,VS2,61.1,60.0,17592,323.309168
1.71,Ideal,G,VS1,62.2,55.0,17595,282.29724
1.7,Very Good,F,VS2,60.8,60.0,17597,273.78432000000004
1.7,Good,F,VS2,62.2,56.0,17597,269.90184
1.38,Very Good,F,IF,58.2,60.0,17598,231.525744
2.0,Good,H,SI1,63.3,59.0,17600,323.42912799999993
1.64,Ideal,G,VVS2,61.8,56.0,17604,270.53796
1.72,Premium,G,VS1,59.4,60.0,17605,286.427832
2.1,Premium,J,VVS1,61.3,58.0,17606,346.32967199999996
2.0,Ideal,I,VS1,62.0,57.0,17607,319.270812
2.48,Premium,I,SI2,63.0,62.0,17607,400.86103199999997
2.52,Good,G,SI2,63.7,59.0,17608,397.209216
2.01,Ideal,G,SI2,60.9,55.0,17609,332.81539200000003
1.74,Premium,G,VS2,61.0,58.0,17614,284.828775
2.07,Ideal,G,SI2,62.2,54.0,17614,340.9974240000001
2.08,Premium,H,SI1,62.6,59.0,17617,334.53324000000003
2.2,Premium,H,SI2,62.7,58.0,17634,358.22332
2.05,Premium,I,VS1,60.6,60.0,17640,333.774266
2.39,Premium,I,VS1,61.2,60.0,17642,391.12886
1.51,Ideal,E,VS1,62.2,57.0,17649,246.54418800000002
2.06,Premium,G,SI2,62.7,58.0,17650,333.70926399999996
2.02,Very Good,F,SI1,60.1,60.0,17658,337.582064
1.52,Ideal,D,VS1,61.2,57.0,17659,251.1782
1.7,Ideal,F,VS2,61.3,54.0,17662,279.48252799999995
1.34,Premium,E,IF,61.8,58.0,17663,222.73680000000002
2.29,Premium,H,SI2,62.5,58.0,17666,370.43527499999993
1.5,Premium,E,VVS2,58.7,61.0,17667,240.35110400000002
2.02,Very Good,H,SI1,63.4,60.0,17672,324.471888
2.28,Premium,I,SI1,61.6,58.0,17673,370.85256000000004
2.14,Premium,G,SI2,60.4,59.0,17673,351.39686400000005
2.0,Premium,D,SI2,61.6,59.0,17674,333.0167599999999
2.01,Very Good,E,SI1,62.7,57.0,17676,329.5238979999999
2.32,Ideal,I,SI2,62.0,57.0,17676,376.63762499999996
1.71,Very Good,F,VS1,61.9,61.0,17685,276.08395100000007
2.01,Ideal,E,SI2,62.2,57.0,17688,326.518872
2.01,Premium,H,SI1,62.7,59.0,17688,327.65611999999993
1.51,Very Good,E,VVS2,60.2,61.0,17689,241.16304000000002
2.52,Very Good,G,SI2,63.2,58.0,17689,405.896925
2.02,Premium,G,SI1,62.8,60.0,17692,320.472784
2.12,Very Good,F,SI2,60.6,58.0,17694,346.096192
2.0,Ideal,F,SI2,62.0,57.0,17710,325.215
2.11,Ideal,I,VS2,62.2,55.0,17712,346.78784
1.99,Fair,H,VS2,60.5,63.0,17713,327.85486
2.21,Premium,I,SI1,61.1,59.0,17714,361.538802
2.31,Very Good,I,SI1,62.5,55.0,17715,372.46901599999995
2.0,Premium,I,VS2,61.8,56.0,17716,325.369956
1.52,Premium,D,VS1,61.0,59.0,17723,253.45980000000003
2.0,Very Good,G,SI1,63.0,55.0,17724,326.24856
1.65,Ideal,G,IF,62.4,55.0,17729,270.471576
2.12,Ideal,F,SI2,62.3,57.0,17730,344.014398
2.0,Good,G,SI1,64.2,59.0,17740,314.58627199999995
2.14,Premium,F,SI2,58.2,61.0,17742,354.0972499999999
2.01,Premium,F,SI2,61.3,61.0,17746,312.81208000000004
2.17,Ideal,I,SI1,60.7,57.0,17747,359.85396
2.01,Very Good,I,VS1,59.7,63.0,17751,328.39284000000004
2.03,Very Good,G,SI2,62.7,55.0,17752,333.70418400000005
2.56,Ideal,J,SI1,61.4,58.0,17753,410.66967600000004
2.01,Very Good,E,SI2,59.3,61.0,17759,322.666344
2.01,Very Good,H,SI1,62.8,59.0,17759,323.125188
2.0,Premium,E,SI2,62.2,56.0,17760,330.666336
2.0,Very Good,H,SI1,63.3,59.0,17760,323.42912799999993
2.0,Good,E,SI2,57.7,61.0,17760,323.96036399999997
2.0,Good,D,VS2,63.7,60.0,17760,307.71399999999994
2.0,Ideal,G,VS2,62.3,57.0,17760,320.54861800000003
2.0,Premium,H,SI1,62.6,56.0,17760,318.798
1.87,Ideal,H,VS1,59.7,60.0,17761,306.680976
1.72,Premium,G,VS1,59.4,60.0,17765,286.427832
1.71,Premium,F,VS2,61.4,60.0,17766,277.072344
2.16,Very Good,I,SI1,58.5,60.0,17772,361.07290800000004
1.55,Premium,D,VS1,59.7,60.0,17773,260.960616
2.05,Premium,D,SI1,60.4,58.0,17776,334.311936
2.08,Premium,H,SI1,62.6,59.0,17778,334.53324000000003
2.21,Very Good,I,SI1,62.9,59.0,17784,362.0310600000001
2.01,Ideal,F,SI2,61.3,60.0,17798,322.76475
2.72,Ideal,J,SI2,62.1,56.0,17801,445.367676
1.69,Very Good,E,VS2,62.7,58.0,17803,270.90047999999996
2.03,Premium,F,SI1,61.3,59.0,17803,336.30486
2.01,Good,G,SI1,63.9,60.0,17804,300.82167499999997
2.09,Premium,H,SI2,60.6,59.0,17805,339.897
2.17,Ideal,H,SI2,62.0,56.0,17805,350.853525
2.05,Very Good,H,SI1,62.5,57.0,17811,329.695815
2.11,Premium,G,SI1,61.6,59.0,17816,341.4771359999999
2.16,Ideal,H,SI1,61.9,57.0,17820,358.8986400000001
1.63,Ideal,E,VS2,61.3,55.0,17825,270.80396
2.02,Premium,E,SI2,59.8,58.0,17825,327.19967999999994
2.01,Premium,I,VS2,60.3,58.0,17826,331.3514880000001
2.36,Ideal,J,VS1,61.6,57.0,17829,388.2384
2.0,Premium,D,SI2,61.6,59.0,17835,333.0167599999999
2.1,Very Good,I,VS2,59.4,60.0,17837,356.02713300000005
2.01,Ideal,H,VS1,62.9,54.0,17838,320.07319199999995
2.09,Premium,F,SI2,61.7,59.0,17840,342.57128100000006
2.18,Premium,G,SI2,61.9,60.0,17841,349.74515199999996
2.01,Premium,H,SI1,62.7,59.0,17849,327.65611999999993
2.01,Ideal,E,SI2,62.2,57.0,17849,326.518872
2.01,Premium,H,SI1,61.1,60.0,17849,328.4996049999999
2.01,Premium,H,SI1,61.3,59.0,17849,328.345344
2.43,Ideal,I,SI2,62.3,59.0,17856,392.6469959999999
2.03,Ideal,H,SI1,60.8,57.0,17864,336.341968
2.0,Good,F,SI1,63.0,64.0,17869,289.263312
2.11,Very Good,E,SI2,62.4,61.0,17871,337.00212
2.0,Ideal,F,SI2,62.0,57.0,17871,325.215
2.01,Very Good,I,VS1,62.8,59.0,17877,326.84307
2.02,Ideal,H,SI1,61.7,57.0,17882,328.85600000000005
2.02,Very Good,H,VS2,61.5,59.0,17887,332.347368
1.76,Very Good,G,VVS2,61.1,59.0,17888,296.1552
2.0,Ideal,I,VS1,62.0,57.0,17889,319.270812
2.32,Ideal,J,VS1,62.5,54.5,17891,377.450304
2.16,Premium,J,VVS1,61.5,58.0,17891,352.86389599999995
2.28,Premium,H,SI2,62.1,59.0,17892,370.78608
1.7,Ideal,F,VS2,62.3,56.0,17892,276.52837500000004
2.01,Ideal,H,SI1,61.9,60.0,17892,326.43149999999997
2.02,Premium,I,VS2,59.0,59.0,17893,337.96182000000005
2.48,Very Good,H,SI1,63.3,56.0,17893,399.2679
2.07,Very Good,H,SI1,62.1,59.0,17893,339.4964
1.58,Ideal,E,VS1,62.6,56.0,17894,256.35636000000005
2.2,Ideal,I,SI1,61.7,55.0,17895,364.629006
2.0,Good,G,VS2,64.1,55.0,17898,317.215704
2.0,Good,G,SI1,64.2,59.0,17902,314.58627199999995
1.74,Premium,G,VS1,61.7,58.0,17904,285.380514
1.74,Premium,G,VS1,62.4,58.0,17904,280.457418
2.2,Premium,I,VS2,58.9,60.0,17905,371.31438
1.07,Very Good,D,IF,59.0,59.0,17909,175.541184
2.08,Ideal,I,VS2,62.0,56.0,17916,337.748928
2.01,Fair,G,VS2,67.5,55.0,17917,313.71109000000007
2.39,Very Good,J,VS1,59.6,60.0,17920,397.974707
2.41,Good,I,SI2,57.7,61.0,17923,400.225931
2.57,Premium,D,SI2,58.9,58.0,17924,424.356768
2.0,Good,G,SI1,59.1,61.0,17930,320.940664
1.29,Very Good,D,VVS1,60.8,55.0,17932,215.23048
2.16,Premium,I,SI1,58.5,60.0,17934,361.07290800000004
2.02,Ideal,I,VS1,62.3,59.0,17936,323.85241199999996
1.51,Premium,D,VS1,63.0,52.0,17936,248.56062000000003
0.41,Good,G,SI1,64.3,54.0,646,66.71059199999999
0.34,Ideal,E,VS2,62.0,56.0,646,55.346816000000004
0.34,Ideal,E,VS2,62.2,57.0,646,54.408432
0.28,Premium,E,VVS2,60.1,59.0,646,45.84185999999999
0.28,Ideal,E,VVS2,62.1,56.0,646,46.040138999999996
0.28,Very Good,E,VVS1,61.1,60.0,646,44.942592
0.28,Ideal,E,VVS2,62.4,56.0,646,45.60192
0.28,Premium,E,VVS1,61.3,60.0,646,45.22634599999999
0.28,Ideal,F,IF,62.4,55.0,646,45.71154
0.28,Ideal,E,VVS2,60.3,57.0,646,45.62587499999999
0.28,Ideal,E,VVS1,62.0,56.0,646,46.258857000000006
0.31,Ideal,G,VVS2,62.2,53.0,647,52.061888
0.34,Ideal,H,SI1,61.5,55.0,647,57.506085
0.32,Ideal,G,SI1,61.5,55.0,647,53.137920000000015
0.32,Ideal,G,SI1,61.9,55.0,647,53.092220999999995
0.29,Ideal,D,VS1,62.9,55.0,647,47.594049999999996
0.29,Ideal,D,VS1,61.7,57.0,647,47.211876000000004
0.35,Premium,H,SI1,61.3,55.0,647,58.34919999999999
0.35,Premium,H,SI1,62.4,58.0,647,57.025577999999996
0.35,Very Good,H,SI1,63.2,57.0,647,57.381632
0.35,Very Good,H,SI1,63.3,54.0,647,58.430657999999994
0.41,Good,J,VS1,63.7,56.0,647,65.907972
0.41,Very Good,F,SI2,60.8,58.0,647,67.415208
0.41,Very Good,J,VS1,62.0,55.0,647,66.69891
0.41,Very Good,J,VS1,61.3,59.0,647,66.159024
0.41,Ideal,J,VS1,62.1,56.0,647,67.34740000000001
0.41,Very Good,J,VS1,60.8,61.0,647,65.339432
0.41,Ideal,J,VS1,60.2,57.0,647,67.88593499999999
0.41,Premium,J,VS1,62.1,58.0,647,67.34740000000001
0.41,Ideal,J,VS1,62.7,57.0,647,66.5874
2.02,Premium,E,SI2,58.2,60.0,17938,330.8448
1.54,Ideal,F,VS1,60.5,56.0,17949,255.71459199999998
2.04,Very Good,H,SI1,62.5,61.0,17952,327.414528
2.04,Very Good,H,SI1,63.0,58.0,17952,330.41844
2.0,Very Good,D,SI2,60.0,56.0,17953,330.411456
2.4,Very Good,I,SI2,60.6,58.5,17955,390.25057200000003
2.39,Ideal,I,VS2,62.2,55.0,17955,391.460784
2.05,Ideal,F,SI2,62.0,56.0,17957,336.50416799999994
2.03,Premium,H,VS2,62.6,59.0,17975,330.34716
2.01,Ideal,H,VS1,61.9,57.0,17983,328.693575
2.08,Ideal,J,IF,61.0,55.0,17986,346.632
2.01,Premium,G,VS2,61.4,58.0,17987,320.10656600000004
2.05,Premium,G,SI2,58.7,60.0,17988,343.15008000000006
2.24,Ideal,F,SI2,60.3,59.0,17989,368.61440000000005
1.93,Fair,F,VS1,58.9,62.0,17995,309.29577499999994
2.54,Very Good,I,SI2,62.4,60.0,17996,404.47836000000007
2.09,Ideal,I,VS2,62.5,56.0,17999,338.75271
2.35,Premium,H,SI1,62.6,60.0,17999,371.143496
2.16,Ideal,G,SI2,62.5,54.2,18001,351.200436
2.09,Premium,F,SI2,61.7,59.0,18002,342.57128100000006
2.18,Premium,G,SI2,61.9,60.0,18003,349.74515199999996
2.06,Very Good,G,SI2,62.3,59.0,18005,335.50217999999995
2.25,Premium,D,SI2,60.4,59.0,18007,371.51049599999993
1.76,Very Good,G,VS1,62.8,55.4,18014,289.0503
2.05,Ideal,G,SI2,61.6,56.0,18017,331.54977599999995
5.01,Fair,J,I1,65.5,59.0,18018,790.133208
2.51,Premium,J,VS2,62.2,58.0,18020,409.478031
2.0,Good,H,VS2,63.8,59.0,18023,320.012316
2.04,Good,H,SI1,58.4,60.0,18026,338.326692
2.03,Ideal,H,SI1,60.8,57.0,18026,336.341968
2.32,Fair,H,SI1,62.0,62.0,18026,366.0056400000001
2.32,Premium,I,SI1,61.2,58.0,18026,381.87577200000004
2.01,Very Good,H,SI1,58.2,63.0,18027,330.04275200000006
2.01,Good,E,SI1,58.7,59.0,18027,329.420564
2.26,Very Good,D,SI2,61.6,61.0,18028,368.37893400000013
2.51,Very Good,H,SI2,63.6,58.0,18029,397.668896
2.16,Ideal,I,SI1,62.0,56.0,18029,353.24136
2.11,Premium,E,SI2,62.4,61.0,18034,337.00212
2.25,Premium,I,SI1,60.1,60.0,18034,373.261365
2.25,Premium,H,SI2,62.8,59.0,18034,0.0
2.51,Ideal,I,SI2,58.4,62.0,18037,401.5315949999999
2.01,Very Good,I,VS1,62.9,59.0,18041,320.06616399999996
2.02,Ideal,H,VS2,61.6,56.0,18050,333.0288079999999
2.28,Premium,H,SI2,62.1,59.0,18055,370.78608
1.7,Ideal,F,VS2,62.3,56.0,18055,276.52837500000004
1.58,Ideal,E,VS1,62.6,56.0,18057,256.35636000000005
2.2,Ideal,I,SI1,61.7,55.0,18059,364.629006
2.21,Ideal,I,SI1,61.6,57.0,18062,365.93281199999996
2.0,Ideal,H,SI1,61.8,57.0,18062,331.39529999999996
2.04,Premium,F,SI2,60.2,58.0,18066,332.56475200000006
2.19,Very Good,E,SI2,62.4,61.0,18067,352.899108
2.29,Very Good,I,SI1,61.8,59.0,18068,376.359856
2.0,Good,F,SI1,62.8,62.0,18069,323.1272
2.11,Very Good,F,SI2,63.5,55.0,18071,338.30556000000007
2.01,Good,G,SI1,60.8,61.0,18077,316.085199
2.01,Very Good,G,SI1,59.1,57.0,18077,325.038912
2.01,Premium,G,SI1,61.8,60.0,18077,317.98602
2.02,Ideal,G,VS2,61.7,53.0,18077,326.573544
2.32,Ideal,H,SI1,62.6,57.0,18080,383.461344
2.51,Very Good,I,SI2,62.3,57.0,18090,414.116736
1.51,Premium,F,IF,60.5,61.0,18102,246.97500000000002
2.04,Premium,H,VS1,60.7,61.0,18104,327.31452
1.7,Very Good,G,VS2,61.9,55.0,18107,278.120448
1.7,Very Good,E,VS2,58.6,60.0,18107,285.157082
2.3,Ideal,H,SI2,62.6,54.0,18108,376.1112960000001
1.14,Very Good,D,IF,59.1,58.0,18112,191.33561999999998
2.45,Ideal,J,VS2,60.4,56.0,18113,407.16296000000006
1.07,Very Good,D,IF,60.9,58.0,18114,176.602257
2.03,Very Good,E,SI2,58.8,59.0,18115,330.50034
2.04,Premium,H,SI1,62.5,61.0,18115,327.414528
2.04,Premium,H,SI1,63.0,58.0,18115,330.41844
2.02,Premium,E,SI2,61.0,59.0,18117,330.115352
2.12,Very Good,H,SI1,60.7,55.0,18118,349.56503999999995
2.33,Very Good,I,SI1,60.7,56.0,18119,383.53675499999997
2.03,Very Good,D,SI2,62.4,59.0,18120,320.796
2.12,Premium,E,SI2,58.3,59.0,18120,350.878656
2.1,Ideal,F,SI2,61.0,60.0,18124,337.69404
2.08,Ideal,G,SI2,61.8,56.0,18124,340.904772
2.14,Very Good,E,SI2,61.5,58.0,18125,348.534696
2.04,Very Good,I,VS1,61.8,60.0,18127,335.578824
2.08,Very Good,E,SI2,62.4,60.0,18128,336.59826000000004
1.78,Ideal,F,VS2,60.9,56.0,18128,296.29982
2.21,Ideal,G,SI2,60.2,60.0,18128,359.8615020000001
2.08,Ideal,E,SI2,60.2,60.0,18128,344.448
2.03,Premium,H,VS2,62.6,59.0,18139,330.34716
2.03,Premium,H,VS2,62.1,56.0,18139,337.58088
2.23,Premium,I,VS2,61.2,58.0,18149,362.2404719999999
2.01,Very Good,H,SI1,59.1,58.0,18149,340.97764799999993
2.05,Very Good,H,VS2,61.8,60.0,18152,336.66633
2.04,Ideal,G,SI1,61.9,58.0,18153,333.94636799999995
1.5,Ideal,F,VVS2,63.1,57.0,18159,242.91932400000002
2.12,Premium,G,SI2,62.6,59.0,18164,338.75016
2.03,Premium,G,VS2,60.9,59.0,18166,330.52388599999995
2.2,Ideal,G,SI2,62.0,57.0,18168,353.23981799999996
2.0,Ideal,F,SI2,62.6,57.0,18172,326.192832
2.01,Ideal,G,VS2,63.0,56.0,18172,318.4688
1.7,Very Good,E,VS2,58.6,62.0,18176,286.868736
1.76,Ideal,G,VS1,62.8,55.0,18178,289.0503
1.63,Ideal,F,VS1,61.6,57.0,18179,267.033378
2.52,Premium,F,SI2,60.6,60.0,18179,404.8457999999999
2.05,Ideal,G,SI2,61.6,56.0,18181,331.54977599999995
2.01,Ideal,F,SI2,61.6,55.0,18183,322.063952
2.0,Very Good,G,SI1,62.5,58.0,18186,321.437592
2.01,Ideal,H,SI1,62.8,54.0,18186,327.65611999999993
2.01,Premium,H,SI1,61.7,60.0,18188,316.93854400000004
1.55,Ideal,E,VVS2,62.5,55.0,18188,252.30744
2.3,Ideal,I,VS2,62.6,56.0,18190,374.0646
2.07,Premium,I,VS2,61.2,58.0,18193,336.05075999999997
2.05,Ideal,E,SI1,62.4,57.0,18193,335.764124
2.2,Premium,G,SI1,60.5,55.0,18193,365.292438
2.07,Ideal,H,SI2,63.5,53.0,18198,337.65071199999994
2.01,Premium,I,VS1,62.9,59.0,18206,320.06616399999996
2.02,Premium,H,VS2,60.8,62.0,18207,328.3849799999999
2.02,Premium,H,VS2,62.7,53.0,18207,0.0
1.73,Very Good,G,VVS2,62.6,55.0,18211,287.102928
2.09,Very Good,I,VS1,62.9,57.0,18215,335.43567
2.04,Premium,F,SI2,60.2,58.0,18231,332.56475200000006
1.09,Very Good,D,IF,61.7,58.0,18231,177.27902500000002
2.19,Premium,E,SI2,62.4,61.0,18232,352.899108
2.02,Very Good,H,SI1,59.3,60.0,18236,324.12259
2.02,Very Good,H,SI1,59.6,59.0,18236,341.81977499999994
2.02,Very Good,H,SI1,61.1,58.0,18236,326.621952
2.02,Good,E,SI2,58.8,61.0,18236,327.8253
2.3,Premium,I,VS2,61.8,60.0,18239,370.2397930000001
3.01,Premium,I,SI2,60.2,59.0,18242,489.735792
3.01,Fair,I,SI2,65.8,56.0,18242,474.18654
3.01,Fair,I,SI2,65.8,56.0,18242,474.18654
3.01,Good,I,SI2,63.9,60.0,18242,471.008562
3.01,Good,I,SI2,63.9,60.0,18242,471.008562
1.7,Premium,F,VS2,62.8,58.0,18251,273.125944
2.01,Ideal,H,SI1,62.2,56.0,18252,323.2075
2.52,Premium,I,SI1,58.5,59.0,18252,410.5036
2.53,Premium,H,SI1,62.1,59.0,18254,420.11815500000006
2.51,Premium,I,SI2,62.3,57.0,18255,414.116736
2.03,Very Good,G,SI1,61.3,59.0,18257,325.02284799999995
2.01,Ideal,G,SI2,61.7,57.0,18259,329.92353
2.02,Premium,F,SI2,61.3,59.0,18274,329.16057
2.13,Ideal,H,SI1,62.2,55.0,18275,347.20768
2.21,Ideal,G,SI2,61.9,55.0,18276,364.46256000000005
1.7,Ideal,G,VVS1,61.0,56.0,18279,272.355564
1.07,Premium,D,IF,60.9,58.0,18279,176.602257
2.08,Very Good,I,VS2,58.9,61.0,18281,343.44552
1.62,Ideal,F,VS2,61.2,57.0,18281,263.347392
2.03,Premium,D,SI2,62.4,59.0,18286,320.796
2.14,Premium,E,SI2,61.5,58.0,18291,348.534696
2.06,Ideal,G,SI2,62.3,56.0,18293,334.03286399999996
1.54,Ideal,G,VVS1,61.4,56.0,18294,253.30321800000002
2.01,Ideal,H,SI1,62.1,55.0,18295,329.607852
2.01,Premium,H,SI1,61.4,56.0,18295,333.589347
2.02,Ideal,G,SI2,62.0,55.0,18296,333.12384000000003
2.24,Ideal,I,SI1,60.5,59.0,18299,368.4622499999999
2.3,Ideal,H,SI2,61.6,56.0,18304,378.58790400000004
1.93,Ideal,F,SI1,59.5,60.0,18306,318.06999
2.51,Fair,H,SI2,64.7,57.0,18308,393.1352
2.03,Premium,E,SI2,61.5,59.0,18310,338.881536
2.1,Ideal,G,SI2,61.3,55.0,18312,340.54019999999997
2.05,Premium,H,VS2,61.8,60.0,18318,336.66633
1.61,Ideal,D,VS2,62.0,55.0,18318,263.03774999999996
2.02,Premium,F,SI2,61.7,58.0,18320,331.8044299999999
2.02,Ideal,I,VS1,62.1,56.0,18324,331.48936800000007
2.5,Good,J,VS2,62.0,58.0,18325,396.32412
2.49,Premium,I,SI2,61.2,56.0,18325,406.97207999999995
2.01,Good,H,VS1,57.6,63.0,18340,322.51312500000006
2.16,Ideal,I,VS1,62.7,56.0,18342,351.0223199999999
1.7,Premium,E,VS2,58.6,62.0,18342,286.868736
2.27,Ideal,G,SI1,61.1,60.0,18343,367.56331200000005
2.07,Ideal,F,SI2,61.5,55.0,18344,346.17355200000003
1.83,Very Good,G,VS2,60.5,59.0,18358,302.59728
2.07,Premium,I,VS2,61.2,58.0,18359,336.05075999999997
2.22,Ideal,I,VS2,61.3,56.0,18363,363.8063
2.2,Premium,I,VS2,62.0,57.0,18364,362.026056
2.6,Ideal,J,SI2,62.5,56.0,18369,423.694044
2.06,Ideal,D,SI2,60.3,56.0,18371,341.278575
2.32,Very Good,I,SI1,63.2,59.0,18371,387.50994000000003
2.0,Premium,H,SI1,63.0,56.0,18371,317.039814
2.0,Premium,H,SI1,58.2,60.0,18371,332.73097199999995
2.4,Ideal,H,SI2,62.0,55.0,18374,392.09464
2.01,Good,G,SI1,60.1,61.0,18374,317.28412799999995
2.0,Good,F,SI1,63.0,61.0,18376,312.980285
1.73,Premium,G,VVS2,62.6,55.0,18377,287.102928
2.09,Very Good,H,SI1,61.1,56.0,18392,344.96045000000004
2.01,Ideal,F,SI2,61.7,56.0,18394,332.6211839999999
2.01,Ideal,F,SI2,61.9,55.0,18395,326.025
2.02,Very Good,H,VS2,62.7,58.0,18398,319.435596
2.01,Very Good,G,SI1,62.1,60.0,18398,316.24067199999996
1.7,Premium,F,VS1,58.5,60.0,18398,277.06924799999996
2.08,Very Good,D,SI2,60.1,59.0,18405,347.6303729999999
2.11,Very Good,D,SI2,60.9,60.0,18407,341.253576
1.54,Ideal,F,VS1,60.3,57.0,18416,257.074776
1.79,Premium,G,VS1,61.7,59.0,18419,292.25079
1.6,Ideal,F,VS2,62.0,55.0,18421,263.17163600000003
2.03,Premium,G,SI1,61.3,59.0,18423,325.02284799999995
2.26,Premium,H,SI1,60.3,58.0,18426,375.15484000000004
2.29,Premium,J,IF,61.4,60.0,18426,373.0506
2.0,Premium,E,SI2,61.8,56.0,18426,326.83
1.79,Very Good,F,VS2,62.8,59.0,18429,292.4922
2.44,Very Good,J,VS2,58.1,60.0,18430,411.228286
1.74,Very Good,F,VS2,62.0,57.0,18430,280.38779999999997
1.7,Premium,F,VS1,60.6,58.0,18430,275.931648
1.72,Ideal,G,VVS2,62.0,57.0,18431,280.38113599999997
2.22,Premium,I,SI1,59.9,59.0,18432,359.30043
1.33,Ideal,F,IF,60.2,57.0,18435,219.51672
2.06,Premium,G,SI1,61.5,58.0,18439,336.1549
2.0,Ideal,H,SI1,62.8,52.0,18440,329.9373
2.0,Ideal,H,SI1,63.9,54.0,18440,323.13599999999997
2.13,Ideal,H,SI1,62.2,55.0,18442,347.20768
2.09,Premium,H,VS2,62.2,58.0,18443,335.6824239999999
1.7,Ideal,G,VVS1,61.0,56.0,18445,272.355564
2.5,Premium,I,SI2,59.0,60.0,18447,405.736044
2.08,Premium,I,VS2,58.9,61.0,18447,343.44552
2.03,Ideal,F,SI2,63.3,55.0,18458,325.51624000000004
2.1,Ideal,H,SI2,63.1,55.0,18462,341.40959399999997
2.16,Ideal,J,VS1,61.4,55.0,18462,351.75618
2.04,Good,D,SI1,61.9,60.0,18468,332.465395
2.15,Ideal,H,SI1,61.5,60.0,18470,342.71025799999995
2.09,Good,F,SI2,63.4,55.0,18472,342.31336799999997
2.01,Good,H,VS2,64.1,59.0,18474,313.57217499999996
2.19,Ideal,H,SI1,60.6,57.0,18475,355.186455
2.03,Premium,E,SI2,61.5,59.0,18477,338.881536
2.1,Very Good,H,SI1,62.9,57.0,18480,341.159364
2.16,Premium,I,VS2,58.7,60.0,18481,362.94999999999993
2.21,Very Good,F,SI2,61.0,58.0,18483,360.83097599999996
2.57,Premium,J,SI1,63.0,58.0,18485,416.474145
2.02,Premium,F,SI2,61.7,58.0,18487,331.8044299999999
2.07,Very Good,H,SI1,59.5,59.0,18489,337.71372
2.0,Premium,F,SI1,62.6,59.0,18493,328.8762
2.66,Good,H,SI2,64.3,60.0,18495,420.40557000000007
2.01,Very Good,I,VS1,63.0,59.0,18500,311.1892440000001
2.01,Very Good,H,VS2,63.2,58.0,18507,320.137272
2.03,Very Good,G,SI1,61.7,54.0,18507,331.788366
2.32,Very Good,H,SI2,60.6,58.0,18508,382.8032
2.37,Ideal,J,SI1,61.9,55.0,18508,386.258872
2.09,Very Good,F,SI2,61.3,59.0,18509,345.206862
2.0,Fair,G,VS2,67.6,58.0,18515,300.39714000000004
2.38,Premium,H,VS1,60.9,59.0,18522,387.99999199999996
2.0,Very Good,G,SI1,61.8,61.0,18524,321.6584
